file name,domain reading time,observations reading time
full-20-1-5-3-2-1Observations-15,0.0937430858612,0.00265312194824,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-89,0.0890440940857,0.00349497795105,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",3
full-20-1-5-3-2-1Observations-87,0.0881400108337,0.00303912162781,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-36,0.102306127548,0.00280714035034,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-7,0.099457025528,0.00280809402466,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-40,0.0841398239136,0.00353908538818,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-53,0.0872809886932,0.00414681434631,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-39,0.0838339328766,0.00293302536011,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",3
full-20-1-5-3-2-1Observations-43,0.0960609912872,0.00279116630554,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-66,0.0936110019684,0.00353789329529,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-75,0.0922598838806,0.00405311584473,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-68,0.0857920646667,0.00374913215637,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-94,0.0870501995087,0.00268197059631,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",2
full-20-1-5-3-2-1Observations-21,0.0914618968964,0.00449800491333,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-97,0.0905401706696,0.00320291519165,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-46,0.114162921906,0.00329685211182,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-62,0.10778093338,0.00333499908447,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-52,0.09126496315,0.00302505493164,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-11,0.0999040603638,0.00371313095093,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-32,0.0933060646057,0.00308895111084,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-26,0.105340003967,0.00427293777466,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-88,0.0914721488953,0.00267601013184,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-6,0.0880029201508,0.00342392921448,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-85,0.093631029129,0.00340008735657,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-54,0.103168010712,0.00333213806152,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-65,0.0951540470123,0.00276494026184,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-70,0.107886075974,0.00299692153931,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-41,0.105938196182,0.00419998168945,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",2
full-20-1-5-3-2-1Observations-82,0.0902619361877,0.00279402732849,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-73,0.0869169235229,0.00293803215027,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-37,0.106190919876,0.0042040348053,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-4,0.0954809188843,0.00330710411072,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-47,0.095076084137,0.00385689735413,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",6
full-20-1-5-3-2-1Observations-2,0.095034122467,0.00246095657349,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",1
full-20-1-5-3-2-1Observations-10,0.0882279872894,0.00353193283081,"[146, 0, 0, 0, 0, 0, 0, 0, 0]",2
